,name,model,year,selling_price,km_driven,fuel,mileage,engine,seats
3346,Maruti Swift VDI,Maruti,2016,565000,70000,Diesel,25.2,1248,5
3347,Chevrolet Spark 1.0,Chevrolet,2009,150000,80000,Petrol,18.0,995,5
3348,BMW 3 Series,BMW,2007,480000,110000,Diesel,16.07,1995,5
3349,Maruti Zen Estilo,Maruti,2007,70000,80000,Petrol,18.2,1061,5
3350,Maruti Zen Estilo,Maruti,2007,70000,80000,Petrol,18.2,1061,5
3351,Mercedes-Benz E-Class E,Mercedes-Benz,2011,1190000,80000,Petrol,10.93,2497,5
3352,Ford EcoSport 1.5,Ford,2018,900000,19000,Diesel,23.0,1498,5
3353,Hyundai i20 Sportz,Hyundai,2015,600000,40000,Diesel,22.54,1396,5
3354,Mahindra Scorpio S10,Mahindra,2015,1100000,52269,Diesel,15.4,2179,7
3355,Maruti Omni LPG,Maruti,2010,120000,170000,LPG,10.9,796,5
3356,Hyundai i20 Magna,Hyundai,2009,229999,60000,Petrol,18.5,1197,5
3357,Honda Amaze i-VTEC,Honda,2017,570000,15780,Petrol,17.8,1198,5
3358,Hyundai Verna 1.6,Hyundai,2014,575000,106000,Diesel,22.32,1582,5
3359,Volkswagen Vento Diesel,Volkswagen,2012,280000,80000,Diesel,20.54,1598,5
3360,Hyundai i20 Active,Hyundai,2015,580000,74000,Diesel,21.19,1396,5
3361,Maruti Ertiga VDI,Maruti,2018,875000,35000,Diesel,25.47,1248,7
3362,Hyundai Verna 1.6,Hyundai,2013,500000,70000,Diesel,22.32,1582,5
3363,Maruti Ciaz ZDi,Maruti,2015,700000,60000,Diesel,26.21,1248,5
3364,Ford Figo 1.2P,Ford,2016,388000,50000,Petrol,18.16,1196,5
3365,Hyundai i10 Sportz,Hyundai,2011,225000,80000,Petrol,20.36,1197,5
3366,Tata Indigo CS,Tata,2011,90000,90000,Petrol,15.64,1193,5
3367,Renault Duster 110PS,Renault,2014,600000,114000,Diesel,19.01,1461,5
3368,Hyundai i20 Magna,Hyundai,2009,235000,100000,Petrol,18.5,1197,5
3369,Hyundai i20 1.4,Hyundai,2011,350000,100000,Diesel,23.0,1396,5
3370,Hyundai i10 Sportz,Hyundai,2011,235000,80000,Petrol,20.36,1197,5
3371,Maruti Alto LXi,Maruti,2010,190000,35000,Petrol,19.7,796,5
3372,Tata Manza Aura,Tata,2011,325000,79000,Diesel,21.12,1248,5
3373,Hyundai i20 Asta,Hyundai,2007,550000,2360457,Petrol,18.6,1197,5
3374,Volkswagen Vento Diesel,Volkswagen,2011,300000,120000,Diesel,20.54,1598,5
3375,Tata Tigor 1.2,Tata,2017,550000,10000,Petrol,20.3,1199,5
3376,Mahindra XUV500 W8,Mahindra,2013,720000,150000,Diesel,15.1,2179,7
3377,Nissan Micra XE,Nissan,2011,110000,110000,Petrol,18.06,1198,5
3378,Maruti Alto 800,Maruti,2018,310000,10000,Petrol,24.7,796,5
3379,Maruti Wagon R,Maruti,2010,150000,70000,LPG,26.2,998,5
3380,Tata Indica Vista,Tata,2012,260000,46000,Diesel,19.4,1405,5
3381,Hyundai Aent GLS,Hyundai,2002,55000,120000,Petrol,13.2,1495,5
3382,Maruti Swift VDI,Maruti,2013,450000,108800,Diesel,22.9,1248,5
3383,Hyundai i10 Sportz,Hyundai,2009,199000,70000,Petrol,20.36,1197,5
3384,Mahindra Scorpio S3,Mahindra,2018,1000000,35000,Diesel,15.4,2523,7
3385,Ford Figo Diesel,Ford,2011,240000,72000,Diesel,20.0,1399,5
3386,Renault KWID RXL,Renault,2018,350000,40000,Petrol,25.17,799,5
3387,Mahindra Bolero 2011-2019,Mahindra,2014,530000,120000,Diesel,15.96,2523,7
3388,Chevrolet Spark 1.0,Chevrolet,2011,150000,35000,Petrol,18.0,995,5
3389,Hyundai Elite i20,Hyundai,2019,625000,12500,Petrol,18.6,1197,5
3390,Hyundai Grand i10,Hyundai,2014,378000,80000,Petrol,18.9,1197,5
3391,Renault KWID RXT,Renault,2015,210000,210000,Petrol,25.17,799,5
3392,Maruti Swift Dzire,Maruti,2018,700000,100000,Diesel,28.4,1248,5
3393,Hyundai Santro Xing,Hyundai,2011,156000,110000,Petrol,17.92,1086,5
3394,Mahindra Bolero Power,Mahindra,2016,700000,103000,Diesel,16.5,1493,7
3395,Maruti Wagon R,Maruti,2010,194000,577414,Petrol,18.9,1061,5
3396,Maruti Alto LX,Maruti,2006,120000,100000,Petrol,19.7,796,5
3397,Honda Amaze S,Honda,2015,415000,45000,Petrol,15.5,1198,5
3398,Honda Amaze S,Honda,2015,450000,45000,Petrol,15.5,1198,5
3399,Honda Brio S,Honda,2014,325000,40000,Petrol,19.4,1198,5
3400,Mahindra Bolero 2011-2019,Mahindra,2014,525000,200000,Diesel,15.96,2523,9
3401,Hyundai EON Magna,Hyundai,2017,265000,100000,Petrol,21.1,814,5
3402,Maruti Omni 8,Maruti,2008,100000,120000,Petrol,19.7,796,8
3403,Jaguar XE 2016-2019,Jaguar,2017,2711000,9000,Diesel,13.6,1999,5
3404,Lexus ES 300h,Lexus,2019,5150000,20000,Petrol,22.37,2487,5
3405,Jaguar XF 2.0,Jaguar,2017,3200000,45000,Diesel,19.33,1999,5
3406,Tata Safari Storme,Tata,2015,503000,110000,Diesel,14.1,2179,7
3407,Volvo XC40 D4,Volvo,2019,3800000,20000,Diesel,18.0,1969,5
3408,Toyota Camry 2.5,Toyota,2016,2000000,68089,Petrol,19.16,2494,5
3409,Maruti Wagon R,Maruti,2013,225000,58343,Petrol,21.79,998,5
3410,Maruti Baleno Alpha,Maruti,2018,740000,38817,Diesel,27.39,1248,5
3411,Honda Jazz VX,Honda,2016,550000,56494,Petrol,18.2,1199,5
3412,Toyota Innova 2.5,Toyota,2013,750000,79328,Diesel,12.99,2494,7
3413,Maruti Swift AMT,Maruti,2019,650000,5621,Petrol,22.0,1197,5
3414,Toyota Etios VX,Toyota,2017,625000,25538,Petrol,16.78,1496,5
3415,Maruti Swift AMT,Maruti,2018,600000,69779,Petrol,22.0,1197,5
3416,Hyundai Grand i10,Hyundai,2017,450000,56290,Diesel,24.0,1186,5
3417,BMW X4 M,BMW,2019,5400000,7500,Diesel,16.78,1995,5
3418,BMW X4 M,BMW,2019,5500000,8500,Diesel,16.78,1995,5
3419,Honda Amaze V,Honda,2019,779000,7032,Petrol,19.0,1199,5
3420,Skoda Rapid 1.6,Skoda,2016,645000,11000,Petrol,14.3,1598,5
3421,Volvo V40 D3,Volvo,2018,2475000,2000,Diesel,16.8,1984,5
3422,Tata Zest Quadrajet,Tata,2015,400000,100000,Diesel,23.0,1248,5
3423,Hyundai i20 Magna,Hyundai,2013,345000,40000,Diesel,21.9,1396,5
3424,Mahindra Thar CRDe,Mahindra,2018,850000,15000,Diesel,16.55,2498,6
3425,Maruti Ignis 1.2,Maruti,2018,620000,15000,Petrol,20.89,1197,5
3426,Maruti Baleno Alpha,Maruti,2018,700000,10000,Petrol,21.4,1197,5
3427,Tata Indica Vista,Tata,2012,200000,90000,Diesel,22.3,1248,5
3428,Mahindra Bolero Power,Mahindra,2017,660000,80000,Diesel,16.5,1493,7
3429,Mitsubishi Pajero Sport,Mitsubishi,2015,1700000,39000,Diesel,13.5,2477,7
3430,Tata Indica V2,Tata,2009,90000,60000,Diesel,17.88,1396,5
3431,Mahindra XUV500 W6,Mahindra,2015,1050000,28000,Diesel,15.1,2179,7
3432,Ford Figo Petrol,Ford,2010,160000,90000,Petrol,15.6,1196,5
3433,Honda Civic 1.8,Honda,2006,150000,80000,Petrol,13.5,1799,5
3434,Maruti Zen Estilo,Maruti,2010,200000,35000,Petrol,19.0,998,5
3435,Toyota Corolla Altis,Toyota,2011,365000,185000,Diesel,21.43,1364,5
3436,Fiat Punto 1.2,Fiat,2009,140000,110000,Petrol,15.7,1172,5
3437,Fiat Avventura Power,Fiat,2016,360000,100000,Diesel,20.5,1248,5
3438,Honda City 2017-2020,Honda,2008,200000,110000,Petrol,17.7,1497,5
3439,Skoda Laura Ambiente,Skoda,2010,250000,100000,Diesel,17.5,1896,5
3440,Skoda Laura Ambiente,Skoda,2008,229999,110000,Diesel,17.5,1896,5
3441,Ford Fiesta 1.4,Ford,2011,320000,130000,Diesel,17.8,1399,5
3442,Hyundai Creta 1.6,Hyundai,2018,1200000,27000,Petrol,15.8,1591,5
3443,Maruti Baleno Zeta,Maruti,2018,740000,9000,Petrol,21.4,1197,5
3444,Hyundai i20 Magna,Hyundai,2013,345000,40000,Diesel,21.9,1396,5
3445,Maruti Ignis 1.2,Maruti,2019,570000,19000,Petrol,20.89,1197,5
3446,Maruti Wagon R,Maruti,2019,490000,10000,Petrol,20.52,1197,5
3447,Tata Indigo CR4,Tata,2013,250000,100000,Diesel,23.57,1396,5
3448,Maruti Wagon R,Maruti,2017,430000,20000,Petrol,20.51,998,5
3449,Hyundai EON Era,Hyundai,2014,225000,35000,Petrol,21.1,814,5
3450,Mahindra Thar CRDe,Mahindra,2018,850000,15000,Diesel,16.55,2498,6
3451,Maruti Ignis 1.2,Maruti,2018,620000,15000,Petrol,20.89,1197,5
3452,Hyundai i20 Sportz,Hyundai,2014,440000,70000,Diesel,22.54,1396,5
3453,Maruti Vitara Brezza,Maruti,2016,800000,70000,Diesel,24.3,1248,5
3454,Maruti Baleno Alpha,Maruti,2018,700000,10000,Petrol,21.4,1197,5
3455,Maruti Swift VDI,Maruti,2016,600000,47000,Diesel,25.2,1248,5
3456,Tata Indica Vista,Tata,2012,200000,90000,Diesel,22.3,1248,5
3457,Mahindra Bolero Power,Mahindra,2017,660000,80000,Diesel,16.5,1493,7
3458,Mitsubishi Pajero Sport,Mitsubishi,2015,1700000,39000,Diesel,13.5,2477,7
3459,Hyundai Grand i10,Hyundai,2015,450000,53000,Diesel,24.0,1120,5
3460,Maruti Swift Dzire,Maruti,2013,420000,105000,Diesel,23.4,1248,5
3461,Toyota Innova 2.5,Toyota,2011,500000,121941,Diesel,12.8,2494,8
3462,Tata Tiago 1.2,Tata,2016,350000,15000,Petrol,23.84,1199,5
3463,Mahindra Xylo D2,Mahindra,2014,280000,100000,Diesel,14.0,2489,8
3464,Renault Duster 85PS,Renault,2013,425000,152186,Diesel,20.45,1461,5
3465,Hyundai i10 Magna,Hyundai,2013,295000,82246,Petrol,20.36,1197,5
3466,Maruti Swift VXI,Maruti,2016,540000,20000,Petrol,20.4,1197,5
3467,Maruti Swift Dzire,Maruti,2017,754000,40000,Diesel,28.4,1248,5
3468,Toyota Innova 2.5,Toyota,2011,650000,89580,Diesel,12.8,2494,8
3469,Toyota Innova 2.5,Toyota,2011,550000,250000,Diesel,12.8,2494,7
3470,Toyota Innova 2.5,Toyota,2011,550000,250000,Diesel,12.8,2494,7
3471,Ford Figo 1.2P,Ford,2019,675000,2789,Petrol,18.16,1196,5
3472,Ford Freestyle Titanium,Ford,2018,700000,35278,Diesel,23.8,1499,5
3473,Ford Freestyle Titanium,Ford,2018,795000,2860,Diesel,23.8,1499,5
3474,Toyota Innova 2.5,Toyota,2010,515000,200000,Diesel,12.8,2494,7
3475,Mahindra KUV 100,Mahindra,2018,450000,20000,Petrol,18.15,1198,6
3476,Hyundai Getz 1.1,Hyundai,2008,155000,60000,Petrol,15.0,1086,5
3477,Toyota Etios VXD,Toyota,2011,350000,100000,Diesel,23.59,1364,5
3478,Ford Figo Diesel,Ford,2011,250000,78562,Diesel,20.0,1399,5
3479,Hyundai Verna 1.6,Hyundai,2011,450000,96000,Diesel,22.32,1582,5
3480,Hyundai Verna 1.6,Hyundai,2011,450000,96000,Diesel,22.32,1582,5
3481,Maruti 800 EX,Maruti,2003,55599,36088,Petrol,16.1,796,4
3482,Hyundai i20 Sportz,Hyundai,2014,420000,50000,Diesel,22.54,1396,5
3483,Maruti S-Cross 2017-2020,Maruti,2018,750000,40000,Diesel,25.1,1248,5
3484,Datsun GO T,Datsun,2020,450000,10000,Petrol,19.02,1198,5
3485,Maruti Swift Vdi,Maruti,2008,175000,60000,Diesel,17.8,1248,5
3486,Hyundai i20 Active,Hyundai,2019,650000,10000,Petrol,17.19,1197,5
3487,Maruti Ertiga ZDI,Maruti,2018,1050000,10000,Diesel,25.47,1248,7
3488,Hyundai Verna 1.6,Hyundai,2011,375000,35000,Diesel,22.32,1582,5
3489,Hyundai Santa Fe,Hyundai,2014,1100000,80000,Diesel,14.74,2199,7
3490,Mahindra XUV500 W11,Mahindra,2019,1550000,28000,Diesel,15.1,2179,7
3491,Ford Figo Aspire,Ford,2017,620000,35000,Diesel,24.29,1498,5
3492,Jeep Compass 2.0,Jeep,2017,1511000,32000,Diesel,16.3,1956,5
3493,Maruti Wagon R,Maruti,2003,135000,40000,Petrol,18.9,998,5
3494,Hyundai Verna 1.6,Hyundai,2011,375000,35000,Diesel,22.32,1582,5
3495,Renault KWID RXL,Renault,2019,320000,10000,Petrol,25.17,799,5
3496,Mahindra XUV500 W11,Mahindra,2019,1650000,25000,Diesel,15.1,2179,7
3497,Maruti Alto K10,Maruti,2016,320000,50000,Petrol,23.95,998,5
3498,Maruti Swift Dzire,Maruti,2012,400000,129000,Diesel,19.3,1248,5
3499,Mahindra XUV500 AT,Mahindra,2015,900000,100000,Diesel,16.0,2179,7
3500,Maruti Alto 800,Maruti,2018,310000,30000,Petrol,24.7,796,5
3501,Tata Nexon 1.2,Tata,2018,595000,28000,Petrol,17.0,1198,5
3502,Maruti SX4 S,Maruti,2017,800000,60000,Diesel,23.65,1248,5
3503,Mahindra Verito 1.6,Mahindra,2013,350000,70000,Petrol,13.87,1598,5
3504,Tata Indica Vista,Tata,2013,275000,110000,Diesel,19.1,1405,5
3505,Maruti Eeco 5,Maruti,2019,420000,10000,Petrol,15.37,1196,5
3506,Hyundai Verna CRDi,Hyundai,2008,250000,110000,Diesel,18.1,1493,5
3507,Maruti Swift Ldi,Maruti,2007,250000,100000,Diesel,17.8,1248,5
3508,Mahindra Scorpio VLX,Mahindra,2008,290000,120000,Diesel,12.05,2179,8
3509,Hyundai Xcent 1.2,Hyundai,2016,525000,60000,Petrol,16.9,1197,5
3510,Mahindra Scorpio LX,Mahindra,2008,250000,110000,Diesel,10.5,2609,7
3511,Maruti Celerio VXI,Maruti,2017,430000,10000,Petrol,23.1,998,5
3512,Maruti Baleno Zeta,Maruti,2017,630000,35000,Petrol,21.4,1197,5
3513,Tata Tigor 1.2,Tata,2018,550000,23000,Petrol,20.3,1199,5
3514,Maruti Swift VDI,Maruti,2019,630000,15000,Diesel,28.4,1248,5
3515,Mahindra TUV 300,Mahindra,2018,850000,20000,Diesel,18.49,2179,9
3516,Mahindra Bolero SLX,Mahindra,2011,455000,90000,Diesel,13.6,2523,7
3517,Mahindra Bolero SLX,Mahindra,2011,445000,90000,Diesel,13.6,2523,7
3518,Hyundai i20 Sportz,Hyundai,2013,370000,80000,Diesel,21.9,1396,5
3519,Hyundai Grand i10,Hyundai,2016,500000,50000,Petrol,18.9,1197,5
3520,Tata Indica Vista,Tata,2012,140000,185000,Diesel,19.4,1405,5
3521,Maruti Swift VXI,Maruti,2019,550000,40000,Petrol,21.21,1197,5
3522,Renault KWID 1.0,Renault,2017,300000,30000,Petrol,23.01,999,5
3523,Tata Indigo CS,Tata,2011,150000,120000,Diesel,23.03,1396,5
3524,Maruti Wagon R,Maruti,2011,229999,500000,Petrol,18.9,998,5
3525,Mahindra Scorpio Intelli,Mahindra,2017,880000,46000,Diesel,15.4,2179,7
3526,Toyota Fortuner 3.0,Toyota,2011,900000,120000,Diesel,11.5,2982,7
3527,Mahindra Scorpio S2,Mahindra,2015,720000,80000,Diesel,15.4,2523,9
3528,Hyundai i20 Magna,Hyundai,2016,550000,90000,Diesel,22.54,1396,5
3529,Mahindra Scorpio S2,Mahindra,2015,720000,90000,Diesel,15.4,2523,9
3530,Maruti Swift VDI,Maruti,2016,535000,70000,Diesel,25.2,1248,5
3531,Hyundai Xcent 1.1,Hyundai,2015,320000,91000,Diesel,24.4,1120,5
3532,Hyundai i20 Sportz,Hyundai,2015,500000,90000,Diesel,22.54,1396,5
3533,Maruti Ertiga VDI,Maruti,2014,525000,110000,Diesel,20.77,1248,7
3534,Renault KWID 1.0,Renault,2019,220000,90000,Petrol,23.01,999,5
3535,Tata Tiago 1.2,Tata,2018,350000,50000,Petrol,23.84,1199,5
3536,Mahindra TUV 300,Mahindra,2016,530000,60000,Diesel,18.49,1493,7
3537,Maruti Alto 800,Maruti,2013,215000,35000,Petrol,22.74,796,5
3538,Volkswagen Vento Diesel,Volkswagen,2012,335000,100000,Diesel,20.54,1598,5
3539,Hyundai Xcent 1.1,Hyundai,2015,320000,90000,Diesel,24.4,1120,5
3540,Ford Figo Diesel,Ford,2011,135000,120000,Diesel,20.0,1399,5
3541,Maruti A-Star Vxi,Maruti,2009,175000,95000,Petrol,19.0,998,5
3542,Mahindra Bolero 2011-2019,Mahindra,2017,800000,35000,Diesel,15.96,2523,7
3543,Tata Indica GLS,Tata,2007,78000,38000,Petrol,15.3,1193,5
3544,Honda City i,Honda,2014,565000,56000,Petrol,17.4,1497,5
3545,Hyundai i20 2015-2017,Hyundai,2017,575000,50000,Diesel,22.54,1396,5
3546,Hyundai EON Era,Hyundai,2014,170000,70000,Petrol,21.1,814,5
3547,Maruti Alto 800,Maruti,2014,250999,30000,Petrol,22.74,796,5
3548,Mahindra XUV500 W10,Mahindra,2015,950000,188000,Diesel,16.0,2179,7
3549,Honda City i,Honda,2014,650000,60000,Petrol,17.8,1497,5
3550,Tata Safari Storme,Tata,2013,550000,133000,Diesel,14.0,2179,7
3551,Toyota Innova 2.5,Toyota,2010,650000,160000,Diesel,12.8,2494,7
3552,Mahindra XUV500 W8,Mahindra,2013,800000,150000,Diesel,15.1,2179,7
3553,Maruti Alto 800,Maruti,2020,250999,30000,Petrol,22.05,796,5
3554,Maruti Alto 800,Maruti,2013,170000,60000,Petrol,22.74,796,5
3555,Tata Indigo CS,Tata,2013,250000,30000,Diesel,19.09,1396,5
3556,Chevrolet Enjoy Petrol,Chevrolet,2014,312000,80000,Petrol,13.7,1399,7
3557,Maruti Alto 800,Maruti,2014,250000,20000,Petrol,22.74,796,5
3558,Hyundai EON Magna,Hyundai,2013,200000,80000,Petrol,21.1,814,5
3559,Mahindra Scorpio S2,Mahindra,2016,670000,73000,Diesel,15.4,2523,7
3560,Hyundai EON D,Hyundai,2017,270000,50000,Petrol,21.1,814,5
3561,Mahindra Bolero 2011-2019,Mahindra,2012,360000,200000,Diesel,15.96,2523,7
3562,Maruti Swift VDI,Maruti,2018,630000,46000,Diesel,28.4,1248,5
3563,Maruti 800 EX,Maruti,2003,55599,36088,Petrol,16.1,796,4
3564,Mahindra Supro LX,Mahindra,2018,400000,50000,Diesel,23.5,909,8
3565,Hyundai i20 Sportz,Hyundai,2014,420000,50000,Diesel,22.54,1396,5
3566,Maruti Ciaz 1.4,Maruti,2018,764000,25000,Petrol,20.73,1373,5
3567,Mahindra Bolero 2011-2019,Mahindra,2019,710000,30000,Diesel,15.96,2523,7
3568,Tata Hexa XT,Tata,2018,1575000,30000,Diesel,17.6,2179,7
3569,Force One SX,Force,2018,1050000,13000,Diesel,17.0,2200,7
3570,Maruti XL6 Alpha,Maruti,2019,1000000,15000,Petrol,19.01,1462,6
3571,Maruti SX4 S,Maruti,2017,650000,44000,Diesel,23.65,1248,5
3572,Ford EcoSport 1.5,Ford,2015,600000,63000,Diesel,22.77,1498,5
3573,Mahindra TUV 300,Mahindra,2016,509999,110000,Diesel,18.49,1493,7
3574,Hyundai Xcent 1.2,Hyundai,2017,610000,14000,Petrol,19.1,1197,5
3575,Maruti Alto 800,Maruti,2017,310000,35000,Petrol,24.7,796,5
3576,Mahindra Bolero 2011-2019,Mahindra,2016,720000,35000,Diesel,15.96,2523,7
3577,Tata Indigo eCS,Tata,2012,158000,110000,Diesel,19.09,1396,5
3578,Tata Indigo LS,Tata,2011,175000,85700,Diesel,17.0,1405,5
3579,Maruti Ritz VDi,Maruti,2010,217000,120000,Diesel,21.1,1248,5
3580,Honda Amaze VX,Honda,2013,484999,50000,Diesel,25.8,1498,5
3581,Hyundai Xcent 1.1,Hyundai,2016,550000,35000,Diesel,24.4,1120,5
3582,Maruti Swift ZXI,Maruti,2012,280000,70000,Petrol,18.6,1197,5
3583,Ford Classic 1.6,Ford,2013,350000,90000,Petrol,14.09,1596,5
3584,Mahindra XUV500 W10,Mahindra,2017,1150000,42000,Diesel,16.0,2179,7
3585,Hyundai Grand i10,Hyundai,2016,420000,30000,Petrol,18.9,1197,5
3586,Maruti Ciaz 1.4,Maruti,2017,810000,80000,Petrol,20.73,1373,5
3587,Hyundai i20 1.2,Hyundai,2011,290000,90000,Petrol,17.0,1197,5
3588,Chevrolet Beat LT,Chevrolet,2012,180000,60000,Petrol,18.6,1199,5
3589,Maruti Eeco 5,Maruti,2010,160000,162000,Petrol,15.37,1196,5
3590,Tata Nano XE,Tata,2017,66000,70000,Petrol,23.9,624,4
3591,Maruti Wagon R,Maruti,2015,369000,20000,Petrol,20.51,998,5
3592,Tata New Safari,Tata,2012,300000,80000,Diesel,13.93,2179,7
3593,Mahindra Bolero PLUS,Mahindra,2008,350000,90000,Diesel,13.6,2523,7
3594,Hyundai i10 Asta,Hyundai,2008,220000,120000,Petrol,19.2,1197,5
3595,Chevrolet Tavera B3,Chevrolet,2005,160000,220000,Diesel,14.8,2499,10
3596,Maruti Swift Ldi,Maruti,2009,221000,100000,Diesel,17.8,1248,5
3597,Tata Zest Revotron,Tata,2017,400000,35000,Petrol,17.57,1193,5
3598,Toyota Camry V4,Toyota,2004,250000,120000,Petrol,13.4,2362,5
3599,Mahindra Bolero DI,Mahindra,2011,390000,120000,Diesel,13.6,2523,7
3600,Maruti Eeco 5,Maruti,2012,190000,110000,Petrol,15.37,1196,5
3601,Renault KWID RXT,Renault,2017,300000,60000,Petrol,25.17,799,5
3602,Hyundai i20 1.4,Hyundai,2017,750000,27000,Diesel,22.54,1396,5
3603,Maruti Swift Dzire,Maruti,2016,650000,50000,Diesel,26.59,1248,5
3604,Honda Amaze i-VTEC,Honda,2018,635000,40000,Petrol,17.8,1198,5
3605,Hyundai Verna 1.6,Hyundai,2013,520000,88000,Diesel,22.32,1582,5
3606,Mahindra Scorpio S11,Mahindra,2020,1500000,50000,Diesel,16.36,2179,7
3607,Hyundai Verna 1.6,Hyundai,2012,415000,80000,Diesel,22.32,1582,5
3608,Hyundai Elite i20,Hyundai,2019,700000,60000,Diesel,22.54,1396,5
3609,Maruti Swift LXI,Maruti,2017,484999,26000,Petrol,21.21,1197,5
3610,Ford Fiesta 1.4,Ford,2007,120000,80000,Petrol,16.6,1388,5
3611,Hyundai EON Era,Hyundai,2014,220000,60000,Petrol,21.1,814,5
3612,Hyundai i10 Magna,Hyundai,2014,320000,80000,Petrol,20.36,1197,5
3613,Maruti Swift VDI,Maruti,2011,375000,90000,Diesel,22.9,1248,5
3614,Hyundai Verna 1.6,Hyundai,2012,440000,80000,Diesel,22.32,1582,5
3615,Hyundai Grand i10,Hyundai,2019,550000,15000,Petrol,18.9,1197,5
3616,Maruti Swift ZDI,Maruti,2017,640000,35000,Diesel,25.2,1248,5
3617,Toyota Etios GD,Toyota,2014,420000,120000,Diesel,23.59,1364,5
3618,Hyundai Grand i10,Hyundai,2016,330000,63000,Diesel,24.0,1120,5
3619,Volkswagen Ameo 1.5,Volkswagen,2019,800000,25000,Diesel,21.66,1498,5
3620,Maruti Wagon R,Maruti,2011,240000,64500,Petrol,18.9,998,5
3621,Mahindra KUV 100,Mahindra,2016,360000,100000,Diesel,25.32,1198,6
3622,Hyundai Verna 1.6,Hyundai,2017,750000,40000,Diesel,23.9,1582,5
3623,Hyundai i20 1.2,Hyundai,2017,570000,15000,Petrol,18.6,1197,5
3624,Toyota Etios Liva,Toyota,2015,450000,25000,Diesel,23.59,1364,5
3625,Maruti Ritz LXi,Maruti,2016,270000,82000,Petrol,18.5,1197,5
3626,Maruti Ertiga VDI,Maruti,2012,459999,87000,Diesel,20.77,1248,7
3627,Maruti Alto K10,Maruti,2015,240000,80000,Petrol,23.95,998,5
3628,Renault Duster 110PS,Renault,2012,320000,110000,Diesel,19.01,1461,5
3629,Tata Manza Aura,Tata,2011,149000,148000,Diesel,21.12,1248,5
3630,Mahindra Scorpio S11,Mahindra,2018,1500000,40000,Diesel,16.36,2179,7
3631,Hyundai Aent Executive,Hyundai,2011,180000,70000,Petrol,16.36,1495,5
3632,Hyundai Santro Xing,Hyundai,2012,185000,70000,LPG,13.45,1086,5
3633,Maruti 800 AC,Maruti,2008,65000,40000,Petrol,16.1,796,4
3634,Tata Indigo LX,Tata,2010,130000,120000,Diesel,17.0,1405,5
3635,Ford Fiesta Classic,Ford,2012,330000,60000,Diesel,17.8,1399,5
3636,Tata Manza Aura,Tata,2011,190000,90000,Diesel,18.8,1248,5
3637,Maruti Swift VDI,Maruti,2014,501000,68000,Diesel,22.9,1248,5
3638,Honda Amaze S,Honda,2017,600000,24500,Diesel,25.8,1498,5
3639,Mahindra XUV500 W8,Mahindra,2012,570000,77000,Diesel,15.1,2179,7
3640,Honda Amaze VX,Honda,2015,450000,85000,Diesel,25.8,1498,5
3641,Toyota Etios 1.5,Toyota,2011,285000,45500,Petrol,16.78,1496,5
3642,Maruti Swift VDI,Maruti,2014,490000,67000,Diesel,28.4,1248,5
3643,Maruti Swift VDI,Maruti,2014,500000,77000,Diesel,28.4,1248,5
3644,Hyundai EON Magna,Hyundai,2016,275000,47000,Petrol,21.1,814,5
3645,Tata Tiago XT,Tata,2017,440000,57000,Petrol,23.84,1199,5
3646,Hyundai i20 1.4,Hyundai,2018,825000,71500,Diesel,22.54,1396,5
3647,Toyota Etios Liva,Toyota,2012,411000,110000,Diesel,23.59,1364,5
3648,Maruti Swift Dzire,Maruti,2013,470000,82000,Diesel,26.59,1248,5
3649,Maruti Swift VDI,Maruti,2013,445000,70000,Diesel,28.4,1248,5
3650,Maruti Baleno Zeta,Maruti,2017,752000,28000,Diesel,27.39,1248,5
3651,Skoda Rapid 1.5,Skoda,2016,650000,125000,Diesel,21.14,1498,5
3652,Maruti Swift VDI,Maruti,2013,450000,67000,Diesel,28.4,1248,5
3653,Honda City 1.5,Honda,2011,350000,93500,Petrol,17.0,1497,5
3654,Maruti Swift VVT,Maruti,2012,511000,8500,Petrol,22.0,1197,5
3655,Maruti Baleno Zeta,Maruti,2016,700000,80000,Diesel,27.39,1248,5
3656,Toyota Innova Crysta,Toyota,2016,1800000,30000,Diesel,11.36,2755,7
3657,Ford Figo Aspire,Ford,2018,550000,14200,Petrol,18.16,1196,5
3658,Ford Fiesta 1.4,Ford,2007,142000,97000,Petrol,16.6,1388,5
3659,Tata New Safari,Tata,2012,725000,90000,Diesel,13.93,2179,7
3660,Hyundai i20 1.2,Hyundai,2017,630000,30000,Petrol,18.6,1197,5
3661,Hyundai i20 Sportz,Hyundai,2015,480000,50000,Petrol,18.6,1197,5
3662,Maruti Alto K10,Maruti,2016,330000,30000,Petrol,23.95,998,5
3663,Maruti Gypsy King,Maruti,2017,500000,20000,Petrol,11.96,1298,8
3664,Volkswagen Polo Diesel,Volkswagen,2012,300000,60300,Diesel,22.07,1199,5
3665,Tata Zest Quadrajet,Tata,2015,400000,35000,Diesel,23.0,1248,5
3666,Tata Safari DICOR,Tata,2011,320000,80000,Diesel,13.93,2179,7
3667,Hyundai i10 Magna,Hyundai,2008,180000,44391,Petrol,19.81,1086,5
3668,Maruti Baleno Sigma,Maruti,2016,530000,58000,Diesel,27.39,1248,5
3669,Mahindra Bolero 2011-2019,Mahindra,2015,600000,40000,Diesel,15.96,2523,7
3670,Maruti Ertiga SHVS,Maruti,2017,780000,66000,Diesel,24.52,1248,7
